Month_Ending,FY_Start_Date,FY_End_Date,PARTYEAR,Age_Band,FCE,FCEs_With_Procedure,Ordinary_Admission_Episodes,FCE_DAY_CASES,FCE_DAY_WITH_PROCEDURE,FAE,EMERGENCY,Total_Appointments,Attended_Appointments,DNA_Appointments,First_Attendance,Follow_Up_Attendance
30APR2020,01APR2020,31MAR2021,202099,09. 20 - 24,28721,13909,24948,3773,3524,25934,10148,254607,168180,15714,51456,116702
30APR2020,01APR2020,31MAR2021,202099,10. 25 - 29,44077,23250,39037,5040,4701,40084,12624,393286,269828,21597,84450,185354
30APR2020,01APR2020,31MAR2021,202099,11. 30 - 34,49640,28029,43536,6104,5656,45008,13495,474575,324521,23783,99837,224629
30APR2020,01APR2020,31MAR2021,202099,12. 35 - 39,39566,22144,33224,6342,5932,34547,13446,409078,265433,20957,79188,186185
30APR2020,01APR2020,31MAR2021,202099,13. 40 - 44,29035,15779,22275,6760,6367,23747,12579,318778,192333,15411,56834,135445
30APR2020,01APR2020,31MAR2021,202099,14. 45 - 49,34217,18432,25117,9100,8518,26595,15458,354627,211597,15557,59021,152491
30APR2020,01APR2020,31MAR2021,202099,15. 50 - 54,43712,24139,31443,12269,11546,33595,18766,437380,265342,17058,71376,193859
30APR2020,01APR2020,31MAR2021,202099,16. 55 - 59,51619,29571,36593,15026,14093,39012,20778,486119,299402,16465,75337,223918
30APR2020,01APR2020,31MAR2021,202099,17. 60 - 64,53837,30670,38432,15405,14448,39745,20877,479296,296044,13903,71102,224819
30APR2020,01APR2020,31MAR2021,202099,18. 65 - 69,57858,33227,41119,16739,15810,42180,21657,488950,304949,11990,68019,236763
30APR2020,01APR2020,31MAR2021,202099,19. 70 - 74,72988,39967,53703,19285,18195,51124,27340,563867,350349,11821,75127,275008
30APR2020,01APR2020,31MAR2021,202099,20. 75 - 79,72441,35479,57610,14831,14033,47456,28602,482393,298409,10342,62770,235471
30APR2020,01APR2020,31MAR2021,202099,21. 80 - 84,71958,30022,62506,9452,8925,43661,30947,382516,231858,9253,48773,182973
30APR2020,01APR2020,31MAR2021,202099,22. 85 - 89,58952,21147,54410,4542,4274,33486,26743,235828,140612,6418,30024,110532
30APR2020,01APR2020,31MAR2021,202099,23. 90+,40692,12875,39042,1650,1573,22456,19379,115831,69591,3597,15325,54241
30APR2020,01APR2020,31MAR2021,202099,24. unknown,9689,5554,8411,1278,1116,7574,2430,106250,87155,9250,27586,58441
31MAR2020,01APR2019,31MAR2020,201999,01. 0 - 4,102567,21923,94774,7793,6442,95484,34154,326690,216667,25816,90111,126520
31MAR2020,01APR2019,31MAR2020,201999,02. 5 - 9,19762,10728,11883,7879,6976,18947,9186,266328,172492,20881,52871,119610
31MAR2020,01APR2019,31MAR2020,201999,03. 10 - 14,18198,10099,11536,6662,5982,17246,8710,274379,182055,19570,55173,126879
31MAR2020,01APR2019,31MAR2020,201999,04. 15,4821,2472,3237,1584,1452,4540,2414,66749,44025,4743,12188,31835
31MAR2020,01APR2019,31MAR2020,201999,05. 16,4904,2599,3294,1610,1493,4464,2212,64727,42491,4919,11505,30982
31MAR2020,01APR2019,31MAR2020,201999,06. 17,5384,2716,3740,1644,1511,4763,2273,57985,38138,4888,11025,27105
31MAR2020,01APR2019,31MAR2020,201999,07. 18,6275,3036,4706,1569,1438,5522,2772,53546,35476,5016,11237,24235
31MAR2020,01APR2019,31MAR2020,201999,08. 19,7127,3542,5429,1698,1569,6357,2978,54735,36669,5596,12136,24516
31MAR2020,01APR2019,31MAR2020,201999,09. 20 - 24,46040,24122,35143,10897,10051,41401,16018,346612,239930,33540,83317,156573
31MAR2020,01APR2019,31MAR2020,201999,10. 25 - 29,65276,36679,50635,14641,13667,59363,18789,516233,365018,43909,126203,238708
31MAR2020,01APR2019,31MAR2020,201999,11. 30 - 34,73320,43534,55741,17579,16371,66463,19423,618108,437145,48573,148558,288443
31MAR2020,01APR2019,31MAR2020,201999,12. 35 - 39,63477,38902,44051,19426,18155,56406,18658,560619,385945,43404,130129,255718
31MAR2020,01APR2019,31MAR2020,201999,13. 40 - 44,52509,33474,31516,20993,19663,45311,16884,469193,315296,35559,107988,207199
31MAR2020,01APR2019,31MAR2020,201999,14. 45 - 49,62539,40998,34773,27766,26169,53035,19843,538153,364417,36748,120398,243892
31MAR2020,01APR2019,31MAR2020,201999,15. 50 - 54,79499,53439,42835,36664,34443,66620,22934,658182,451492,40045,143117,308209
31MAR2020,01APR2019,31MAR2020,201999,16. 55 - 59,99128,69390,49190,49938,47085,83430,25050,732401,510451,38706,154851,355392
31MAR2020,01APR2019,31MAR2020,201999,17. 60 - 64,98508,67513,53015,45493,42867,80286,25370,724967,512532,33171,149825,362557
31MAR2020,01APR2019,31MAR2020,201999,18. 65 - 69,108110,73334,59191,48919,46157,86253,26947,742018,531483,27918,148059,383245
31MAR2020,01APR2019,31MAR2020,201999,19. 70 - 74,135832,89299,77181,58651,55366,105525,34563,858786,614914,29141,167415,447295
31MAR2020,01APR2019,31MAR2020,201999,20. 75 - 79,128263,77338,80670,47593,44729,93637,36084,732718,520829,26746,139212,381417
31MAR2020,01APR2019,31MAR2020,201999,21. 80 - 84,116683,62203,83619,33064,31030,78238,37994,578247,401928,24194,107075,294720
31MAR2020,01APR2019,31MAR2020,201999,22. 85 - 89,89947,40188,73986,15961,14921,53611,33488,353483,237309,17564,63697,173547
31MAR2020,01APR2019,31MAR2020,201999,23. 90+,62119,22189,56623,5496,5083,33672,26106,170879,111955,9508,29973,81964
31MAR2020,01APR2019,31MAR2020,201999,24. unknown,12120,7872,8298,3822,3648,9908,2569,151915,128771,16376,51593,75972
29FEB2020,01APR2019,31MAR2020,201999,01. 0 - 4,111383,24982,101277,10106,8449,103810,42337,331255,250542,25388,108548,141971
29FEB2020,01APR2019,31MAR2020,201999,02. 5 - 9,25859,14114,15134,10725,9547,24788,11405,271127,202157,20612,64648,137498
29FEB2020,01APR2019,31MAR2020,201999,03. 10 - 14,23498,13080,14561,8937,8034,22397,10832,278109,210988,19423,67162,143801
29FEB2020,01APR2019,31MAR2020,201999,04. 15,6037,3177,3918,2119,1938,5746,2902,68325,51702,4923,14825,36876
29FEB2020,01APR2019,31MAR2020,201999,05. 16,6172,3307,4043,2129,1953,5642,2685,65158,48683,5020,13818,34860
29FEB2020,01APR2019,31MAR2020,201999,06. 17,6445,3441,4281,2164,2009,5829,2642,58390,43506,4987,13055,30446
29FEB2020,01APR2019,31MAR2020,201999,07. 18,7461,3745,5404,2057,1919,6612,3231,53618,39556,5334,12939,26610
29FEB2020,01APR2019,31MAR2020,201999,08. 19,8755,4302,6581,2174,2012,7814,3803,54791,40716,5653,14320,26384
29FEB2020,01APR2019,31MAR2020,201999,09. 20 - 24,54714,28743,40696,14018,13057,49485,19810,347557,261582,34437,94552,166973
29FEB2020,01APR2019,31MAR2020,201999,10. 25 - 29,75574,42521,56245,19329,18138,69014,22575,511112,389742,44442,139848,249820
29FEB2020,01APR2019,31MAR2020,201999,11. 30 - 34,84475,50289,61607,22868,21510,77104,23645,611024,467580,48310,165778,301644
29FEB2020,01APR2019,31MAR2020,201999,12. 35 - 39,74582,46769,49000,25582,24093,67169,21864,556973,420398,43071,149087,271202
29FEB2020,01APR2019,31MAR2020,201999,13. 40 - 44,62928,41710,35567,27361,25766,55367,19749,469444,350400,35990,125777,224549
29FEB2020,01APR2019,31MAR2020,201999,14. 45 - 49,74372,51078,39081,35291,33403,64623,22501,540956,408469,37317,142673,265675
29FEB2020,01APR2019,31MAR2020,201999,15. 50 - 54,94305,65554,48451,45854,43359,81144,26578,663148,508304,40204,168872,339281
29FEB2020,01APR2019,31MAR2020,201999,16. 55 - 59,120044,87767,54356,65688,62356,104066,28240,737354,574831,38340,184185,390483
29FEB2020,01APR2019,31MAR2020,201999,17. 60 - 64,114516,80390,58679,55837,52691,95785,28584,728858,578600,31595,177034,401452
29FEB2020,01APR2019,31MAR2020,201999,18. 65 - 69,125304,87679,65109,60195,57064,103095,30473,747395,603062,26451,177403,425519
29FEB2020,01APR2019,31MAR2020,201999,19. 70 - 74,157122,106886,84745,72377,68646,126194,39088,872305,708918,27479,203485,505235
29FEB2020,01APR2019,31MAR2020,201999,20. 75 - 79,146627,92394,87656,58971,55742,111645,40928,742827,601134,25117,170986,429987
29FEB2020,01APR2019,31MAR2020,201999,21. 80 - 84,131765,73830,90130,41635,39131,93206,43031,593717,475221,23092,134744,340360
29FEB2020,01APR2019,31MAR2020,201999,22. 85 - 89,98835,47065,77339,21496,20111,63499,37569,366211,287189,16602,81283,205828
29FEB2020,01APR2019,31MAR2020,201999,23. 90+,65835,24908,58517,7318,6786,38440,29256,176583,135756,8988,38778,96957
29FEB2020,01APR2019,31MAR2020,201999,24. unknown,13674,9278,8497,5177,4855,11467,2775,172598,152026,14986,66994,83792
31JAN2020,01APR2019,31MAR2020,201999,01. 0 - 4,121076,27033,109742,11334,9415,112959,46175,373377,284524,29230,120403,164084
31JAN2020,01APR2019,31MAR2020,201999,02. 5 - 9,27301,15156,15385,11916,10509,26149,11612,302257,227046,23852,70143,156883
31JAN2020,01APR2019,31MAR2020,201999,03. 10 - 14,25465,14196,15618,9847,8870,24300,11800,302536,231169,21625,72315,158816
31JAN2020,01APR2019,31MAR2020,201999,04. 15,6443,3332,4205,2238,2047,6112,3173,74267,56306,5328,16252,40050
31JAN2020,01APR2019,31MAR2020,201999,05. 16,6448,3446,4231,2217,2022,5917,2900,69567,52224,5445,14924,37289
31JAN2020,01APR2019,31MAR2020,201999,06. 17,6636,3477,4449,2187,2015,6067,2839,63644,47355,5555,14068,33284
31JAN2020,01APR2019,31MAR2020,201999,07. 18,7983,3915,5880,2103,1939,7087,3482,58431,43075,6106,13928,29132
31JAN2020,01APR2019,31MAR2020,201999,08. 19,9151,4509,6913,2238,2073,8151,3885,60613,44674,6479,15265,29405
31JAN2020,01APR2019,31MAR2020,201999,09. 20 - 24,57677,30311,42734,14943,13961,52432,20616,382250,286689,39207,102208,184423
31JAN2020,01APR2019,31MAR2020,201999,10. 25 - 29,80168,45089,59376,20792,19445,73253,23741,568404,434082,51030,153818,280186
31JAN2020,01APR2019,31MAR2020,201999,11. 30 - 34,90135,54059,65302,24833,23348,82413,24773,677889,520218,54603,181976,338112
31JAN2020,01APR2019,31MAR2020,201999,12. 35 - 39,79408,50384,51656,27752,26168,71892,23221,621020,469863,49446,163810,305926
31JAN2020,01APR2019,31MAR2020,201999,13. 40 - 44,67296,44813,37579,29717,28045,59356,20928,519503,388943,41133,137546,251330
31JAN2020,01APR2019,31MAR2020,201999,14. 45 - 49,80527,54968,42005,38522,36353,69881,24261,601582,455113,43234,155714,299299
31JAN2020,01APR2019,31MAR2020,201999,15. 50 - 54,101120,70349,51364,49756,47103,87061,28464,737737,566465,47018,185552,380779
31JAN2020,01APR2019,31MAR2020,201999,16. 55 - 59,130282,94610,59016,71266,67473,112963,31134,819167,638958,44993,200192,438615
31JAN2020,01APR2019,31MAR2020,201999,17. 60 - 64,123622,86376,62828,60794,57546,103380,31372,808214,642433,37464,193739,448576
31JAN2020,01APR2019,31MAR2020,201999,18. 65 - 69,137518,95011,71579,65939,62413,112730,34301,833443,673781,31397,195176,478448
31JAN2020,01APR2019,31MAR2020,201999,19. 70 - 74,172139,114496,94564,77575,73361,137032,44574,970828,790058,32091,223454,566401
31JAN2020,01APR2019,31MAR2020,201999,20. 75 - 79,161133,99365,97309,63824,60304,121713,46162,830485,672924,30143,188786,483956
31JAN2020,01APR2019,31MAR2020,201999,21. 80 - 84,146875,79570,101829,45046,42403,102455,49182,662519,529832,27908,148182,381520
31JAN2020,01APR2019,31MAR2020,201999,22. 85 - 89,111000,50609,88388,22612,21138,70234,43134,407952,319733,20132,90307,229353
31JAN2020,01APR2019,31MAR2020,201999,23. 90+,75444,27349,67553,7891,7284,43264,33267,197194,151441,10872,42226,109196
31JAN2020,01APR2019,31MAR2020,201999,24. unknown,14448,9529,9126,5322,4935,12083,3123,210263,184939,17730,75405,107852
31DEC2019,01APR2019,31MAR2020,201999,01. 0 - 4,134009,25912,124719,9290,7711,124994,61701,314475,232261,26476,102284,129950
31DEC2019,01APR2019,31MAR2020,201999,02. 5 - 9,25626,12458,15971,9655,8543,24543,12843,247071,175511,22608,56484,119015
31DEC2019,01APR2019,31MAR2020,201999,03. 10 - 14,21899,11953,13657,8242,7416,20797,10245,256145,188884,20316,60485,128395
31DEC2019,01APR2019,31MAR2020,201999,04. 15,5386,2967,3337,2049,1887,5151,2470,63273,46499,4889,13442,33055
31DEC2019,01APR2019,31MAR2020,201999,05. 16,5743,3184,3643,2100,1940,5286,2389,59115,43286,4884,12329,30956
31DEC2019,01APR2019,31MAR2020,201999,06. 17,6247,3311,4209,2038,1882,5640,2569,55223,40287,5323,12119,28153
31DEC2019,01APR2019,31MAR2020,201999,07. 18,7238,3545,5356,1882,1729,6476,3229,52523,38146,5662,12377,25751
31DEC2019,01APR2019,31MAR2020,201999,08. 19,8816,4383,6706,2110,1956,7878,3668,54874,39788,6018,13394,26389
31DEC2019,01APR2019,31MAR2020,201999,09. 20 - 24,54354,27773,41649,12705,11794,48964,19584,337307,248508,36163,88124,160343
31DEC2019,01APR2019,31MAR2020,201999,10. 25 - 29,74194,40966,56920,17274,16182,67571,22333,497996,373961,46935,132525,241360
31DEC2019,01APR2019,31MAR2020,201999,11. 30 - 34,81629,47799,61173,20456,19154,74400,22931,587051,442583,49823,153851,288640
31DEC2019,01APR2019,31MAR2020,201999,12. 35 - 39,72318,44542,49058,23260,21908,64939,21582,532495,395024,44604,138842,256109
31DEC2019,01APR2019,31MAR2020,201999,13. 40 - 44,60007,38904,35389,24618,23345,52590,19762,442002,323513,36472,116958,206469
31DEC2019,01APR2019,31MAR2020,201999,14. 45 - 49,71582,47671,39179,32403,30609,61559,22802,512118,379478,38320,132674,246701
31DEC2019,01APR2019,31MAR2020,201999,15. 50 - 54,91017,62018,48673,42344,40114,77501,27108,625160,470751,40955,158258,312372
31DEC2019,01APR2019,31MAR2020,201999,16. 55 - 59,116759,82630,56508,60251,56982,100034,30047,695104,533061,38865,171077,361870
31DEC2019,01APR2019,31MAR2020,201999,17. 60 - 64,112602,76248,60861,51741,48897,93013,30682,685206,535456,31739,165507,369830
31DEC2019,01APR2019,31MAR2020,201999,18. 65 - 69,125987,84338,69617,56370,53328,102091,34198,710913,566124,26598,167389,398596
31DEC2019,01APR2019,31MAR2020,201999,19. 70 - 74,158708,102452,91644,67064,63416,124983,44235,826467,662374,27052,191138,471069
31DEC2019,01APR2019,31MAR2020,201999,20. 75 - 79,149720,89277,95001,54719,51734,111457,45794,705890,563536,24995,159793,403620
31DEC2019,01APR2019,31MAR2020,201999,21. 80 - 84,138345,72459,99513,38832,36502,95853,49027,564407,443556,23122,126086,317374
31DEC2019,01APR2019,31MAR2020,201999,22. 85 - 89,106127,46758,86887,19240,17907,66802,43076,347129,267595,16856,76294,191248
31DEC2019,01APR2019,31MAR2020,201999,23. 90+,72613,25268,65952,6661,6154,42255,33696,168444,127670,8887,36436,91220
31DEC2019,01APR2019,31MAR2020,201999,24. unknown,13204,8467,9012,4192,3884,10961,3084,162988,142641,14670,61453,80120
30NOV2019,01APR2019,31MAR2020,201999,01. 0 - 4,133983,26609,123177,10806,8932,125087,59652,359234,272846,28864,118021,154767
30NOV2019,01APR2019,31MAR2020,201999,02. 5 - 9,27675,14426,16520,11155,9854,26587,12811,294414,221662,23874,68646,152968
30NOV2019,01APR2019,31MAR2020,201999,03. 10 - 14,25185,13907,15637,9548,8644,24039,11855,299101,229233,21632,72599,156629
30NOV2019,01APR2019,31MAR2020,201999,04. 15,6228,3247,4062,2166,1975,5925,3042,72288,54351,5315,15597,38751
30NOV2019,01APR2019,31MAR2020,201999,05. 16,6380,3377,4220,2160,1987,5827,2878,66298,49485,5521,13970,35511
30NOV2019,01APR2019,31MAR2020,201999,06. 17,6850,3556,4700,2150,1984,6161,2981,62095,46609,5595,13830,32762
30NOV2019,01APR2019,31MAR2020,201999,07. 18,8030,3783,6102,1928,1772,7112,3710,55852,40877,5960,13598,27255
30NOV2019,01APR2019,31MAR2020,201999,08. 19,9238,4426,7053,2185,2017,8238,3964,57942,42587,6516,14911,27673
30NOV2019,01APR2019,31MAR2020,201999,09. 20 - 24,57756,30009,43711,14045,13148,52060,21017,367272,275284,39087,98965,176263
30NOV2019,01APR2019,31MAR2020,201999,10. 25 - 29,79898,44532,60100,19798,18502,72849,23936,542597,413426,50382,147596,265710
30NOV2019,01APR2019,31MAR2020,201999,11. 30 - 34,88059,52267,64421,23638,22175,80304,24521,639180,489406,53111,172134,317187
30NOV2019,01APR2019,31MAR2020,201999,12. 35 - 39,78018,49115,51260,26758,25175,70269,22794,589073,445421,47892,157601,287762
30NOV2019,01APR2019,31MAR2020,201999,13. 40 - 44,65659,43412,37347,28312,26741,57798,20626,497142,373194,39386,133229,239878
30NOV2019,01APR2019,31MAR2020,201999,14. 45 - 49,78853,53954,41611,37242,35245,68492,23717,579452,438944,42010,152392,286424
30NOV2019,01APR2019,31MAR2020,201999,15. 50 - 54,98855,68977,51058,47797,45258,85220,27832,704665,541722,45268,180418,361161
30NOV2019,01APR2019,31MAR2020,201999,16. 55 - 59,127460,92816,58183,69277,65626,110593,30103,779937,609663,42624,194178,415357
30NOV2019,01APR2019,31MAR2020,201999,17. 60 - 64,118742,83491,60762,57980,54819,99718,29853,769199,611783,35040,187401,424223
30NOV2019,01APR2019,31MAR2020,201999,18. 65 - 69,132474,92475,68838,63636,60255,109460,32333,799878,648170,29144,190602,457415
30NOV2019,01APR2019,31MAR2020,201999,19. 70 - 74,165962,112721,90154,75808,71933,133707,41667,931320,761011,29299,219354,541479
30NOV2019,01APR2019,31MAR2020,201999,20. 75 - 79,153625,96602,91942,61683,58336,117791,43404,794057,647324,26709,184472,462721
30NOV2019,01APR2019,31MAR2020,201999,21. 80 - 84,140151,77992,95646,44505,41965,99809,46145,633936,510886,24495,145729,365048
30NOV2019,01APR2019,31MAR2020,201999,22. 85 - 89,104020,49147,81414,22606,21158,67720,40204,388126,306374,17686,87568,218745
30NOV2019,01APR2019,31MAR2020,201999,23. 90+,70211,25949,62257,7954,7368,41340,31366,189288,146638,9725,41507,105111
30NOV2019,01APR2019,31MAR2020,201999,24. unknown,15411,10781,8944,6467,6100,13255,2997,187167,165574,15724,70757,93234
31OCT2019,01APR2019,31MAR2020,201999,01. 0 - 4,130708,27867,118891,11817,9763,121836,51750,378344,286437,30438,123210,163173
31OCT2019,01APR2019,31MAR2020,201999,02. 5 - 9,28485,15770,16407,12078,10673,27297,12291,317573,237196,26113,74009,163141
31OCT2019,01APR2019,31MAR2020,201999,03. 10 - 14,25784,14942,15561,10223,9125,24497,11339,322745,244543,24115,79392,165143
31OCT2019,01APR2019,31MAR2020,201999,04. 15,6603,3486,4258,2345,2120,6263,3129,79028,60262,5655,17526,42731
31OCT2019,01APR2019,31MAR2020,201999,05. 16,6694,3659,4303,2391,2193,6115,2836,70770,52230,6096,14713,37512
31OCT2019,01APR2019,31MAR2020,201999,06. 17,7230,3709,4968,2262,2076,6473,3148,66578,49531,6094,14931,34590
31OCT2019,01APR2019,31MAR2020,201999,07. 18,8394,4065,6323,2071,1911,7404,3822,59149,42513,6623,14162,28327
31OCT2019,01APR2019,31MAR2020,201999,08. 19,9447,4567,7240,2207,2042,8374,4100,61639,44811,6952,15788,29014
31OCT2019,01APR2019,31MAR2020,201999,09. 20 - 24,61014,31673,46154,14860,13758,54821,22093,395119,295267,41947,105542,189649
31OCT2019,01APR2019,31MAR2020,201999,10. 25 - 29,83922,47008,62834,21088,19666,76360,24829,584768,444929,54204,158877,285982
31OCT2019,01APR2019,31MAR2020,201999,11. 30 - 34,92892,55550,68173,24719,23149,84458,25720,688791,527516,57120,184352,343054
31OCT2019,01APR2019,31MAR2020,201999,12. 35 - 39,81941,51326,54280,27661,25975,73670,24251,632229,477564,51540,167216,310274
31OCT2019,01APR2019,31MAR2020,201999,13. 40 - 44,68814,44912,39589,29225,27512,60304,22138,530546,395801,42968,141619,254091
31OCT2019,01APR2019,31MAR2020,201999,14. 45 - 49,83135,56436,44127,39008,36859,72011,25265,619895,467418,45199,161772,305555
31OCT2019,01APR2019,31MAR2020,201999,15. 50 - 54,104089,71835,53854,50235,47344,89461,29361,756974,579219,48470,193576,385532
31OCT2019,01APR2019,31MAR2020,201999,16. 55 - 59,132649,96542,60933,71716,68002,115163,31650,834182,648266,45999,206829,441301
31OCT2019,01APR2019,31MAR2020,201999,17. 60 - 64,124594,87519,63704,60890,57535,104676,31240,824871,653193,37518,200664,452404
31OCT2019,01APR2019,31MAR2020,201999,18. 65 - 69,139200,97350,72118,67082,63544,115212,33812,861270,693253,31906,205128,487950
31OCT2019,01APR2019,31MAR2020,201999,19. 70 - 74,173014,117690,93176,79838,75568,139959,43252,1001372,813263,32217,235781,577345
31OCT2019,01APR2019,31MAR2020,201999,20. 75 - 79,159900,101215,94685,65215,61617,122830,44266,851920,691116,28991,197978,492999
31OCT2019,01APR2019,31MAR2020,201999,21. 80 - 84,146240,82023,98803,47437,44612,104655,47540,685064,551361,26726,158538,392714
31OCT2019,01APR2019,31MAR2020,201999,22. 85 - 89,107601,51489,83493,24108,22544,70616,41310,420135,332235,18891,95342,236840
31OCT2019,01APR2019,31MAR2020,201999,23. 90+,71062,26800,62873,8189,7569,42208,31906,202759,157598,10287,44616,112970
31OCT2019,01APR2019,31MAR2020,201999,24. unknown,15078,10368,9209,5869,5515,12700,2997,196109,172814,17519,72793,98934
30SEP2019,01APR2019,31MAR2020,201999,01. 0 - 4,118380,25292,107751,10629,8785,110226,42845,345482,259910,28128,111767,148096
30SEP2019,01APR2019,31MAR2020,201999,02. 5 - 9,27715,15193,16481,11234,9934,26523,12600,297763,221991,24997,71049,150908
30SEP2019,01APR2019,31MAR2020,201999,03. 10 - 14,24150,13574,15369,8781,7863,22864,11406,286796,214838,21937,70850,143941
30SEP2019,01APR2019,31MAR2020,201999,04. 15,6185,3239,4183,2002,1825,5864,3153,70131,53488,5100,15864,37619
30SEP2019,01APR2019,31MAR2020,201999,05. 16,6060,3248,4005,2055,1862,5496,2663,62704,44395,6165,12538,31844
30SEP2019,01APR2019,31MAR2020,201999,06. 17,6855,3556,4716,2139,1956,6150,2994,59950,44242,5679,13412,30819
30SEP2019,01APR2019,31MAR2020,201999,07. 18,7813,3834,5778,2035,1869,6954,3381,56829,40712,6320,13037,27661
30SEP2019,01APR2019,31MAR2020,201999,08. 19,8796,4375,6602,2194,2035,7834,3671,58724,42738,6607,14318,28409
30SEP2019,01APR2019,31MAR2020,201999,09. 20 - 24,57805,30177,43747,14058,13112,51906,20608,363984,270802,39094,96361,174362
30SEP2019,01APR2019,31MAR2020,201999,10. 25 - 29,79532,44744,60349,19183,17950,72295,23691,536827,406772,50151,144631,262052
30SEP2019,01APR2019,31MAR2020,201999,11. 30 - 34,89232,53045,66180,23052,21532,81200,24586,638411,487551,53419,169822,317626
30SEP2019,01APR2019,31MAR2020,201999,12. 35 - 39,78060,48760,52317,25743,24172,70155,23671,584951,440161,48327,155011,285057
30SEP2019,01APR2019,31MAR2020,201999,13. 40 - 44,65235,42540,37833,27402,25829,57206,21208,492575,365897,40513,131393,234421
30SEP2019,01APR2019,31MAR2020,201999,14. 45 - 49,78472,52847,42435,36037,34049,67856,24648,576810,433378,42382,150476,282750
30SEP2019,01APR2019,31MAR2020,201999,15. 50 - 54,96666,66573,50731,45935,43506,82686,28039,694472,526965,45904,175858,350956
30SEP2019,01APR2019,31MAR2020,201999,16. 55 - 59,122125,88336,56901,65224,61793,105477,29542,756189,583419,42732,187076,396199
30SEP2019,01APR2019,31MAR2020,201999,17. 60 - 64,114657,80156,59505,55152,52096,96024,29501,747681,587142,34890,181144,405866
30SEP2019,01APR2019,31MAR2020,201999,18. 65 - 69,126745,88154,66402,60343,57173,104554,31808,780451,624895,29039,185456,439228
30SEP2019,01APR2019,31MAR2020,201999,19. 70 - 74,158967,107471,87045,71922,68080,127665,40740,909432,733998,29538,213763,520113
30SEP2019,01APR2019,31MAR2020,201999,20. 75 - 79,147098,93167,87360,59738,56459,113223,41514,774470,624804,26925,180164,444510
30SEP2019,01APR2019,31MAR2020,201999,21. 80 - 84,134280,75499,91082,43198,40744,96254,44156,627359,502992,24331,145098,357781
30SEP2019,01APR2019,31MAR2020,201999,22. 85 - 89,99405,47796,77046,22359,20983,65112,38032,385961,304707,17312,87813,216830
30SEP2019,01APR2019,31MAR2020,201999,23. 90+,64746,24727,57056,7690,7166,38655,28888,184624,143801,9241,40949,102835
30SEP2019,01APR2019,31MAR2020,201999,24. unknown,12200,7747,8241,3959,3718,10056,3052,167339,147358,16163,62651,84706
31AUG2019,01APR2019,31MAR2020,201999,01. 0 - 4,111226,26512,100490,10736,8966,103594,34977,320032,239413,26709,102898,136474
31AUG2019,01APR2019,31MAR2020,201999,02. 5 - 9,25022,15531,14197,10825,9717,23996,10376,263426,186311,25650,61657,124633
31AUG2019,01APR2019,31MAR2020,201999,03. 10 - 14,21230,13062,12506,8724,7805,20211,8847,252998,180694,22779,55717,124895
31AUG2019,01APR2019,31MAR2020,201999,04. 15,5354,3169,3239,2115,1905,5120,2231,61477,44251,5459,11958,32286
31AUG2019,01APR2019,31MAR2020,201999,05. 16,5997,3454,3715,2282,2082,5514,2366,58747,42065,5555,11059,30987
31AUG2019,01APR2019,31MAR2020,201999,06. 17,6456,3428,4399,2057,1887,5838,2724,54998,39854,5508,11637,28198
31AUG2019,01APR2019,31MAR2020,201999,07. 18,7813,3907,5699,2114,1949,7008,3333,54987,39886,5946,12474,27398
31AUG2019,01APR2019,31MAR2020,201999,08. 19,9332,4621,7115,2217,2048,8331,3831,55671,40896,6032,13553,27320
31AUG2019,01APR2019,31MAR2020,201999,09. 20 - 24,59146,30893,45176,13970,13104,53497,21275,351528,263963,36293,92902,170989
31AUG2019,01APR2019,31MAR2020,201999,10. 25 - 29,81374,45147,62475,18899,17676,73984,24637,519891,398369,46818,140108,258196
31AUG2019,01APR2019,31MAR2020,201999,11. 30 - 34,88132,51897,65947,22185,20811,80410,24999,608097,465772,50794,160478,305250
31AUG2019,01APR2019,31MAR2020,201999,12. 35 - 39,74791,46153,50938,23853,22415,67017,22909,539890,402861,45764,140060,262730
31AUG2019,01APR2019,31MAR2020,201999,13. 40 - 44,62303,40028,37440,24863,23483,54304,20979,443464,323425,37880,115082,208265
31AUG2019,01APR2019,31MAR2020,201999,14. 45 - 49,74884,49752,41675,33209,31313,64490,24366,522795,388444,39175,134359,253983
31AUG2019,01APR2019,31MAR2020,201999,15. 50 - 54,95624,65008,51428,44196,41744,81782,28987,645547,490847,41239,163719,327027
31AUG2019,01APR2019,31MAR2020,201999,16. 55 - 59,122065,87862,57927,64138,60855,105437,30645,710080,551739,38744,176783,374818
31AUG2019,01APR2019,31MAR2020,201999,17. 60 - 64,115724,80172,61073,54651,51738,96691,30621,706690,560216,31767,171989,388107
31AUG2019,01APR2019,31MAR2020,201999,18. 65 - 69,128864,88867,68949,59915,56731,106061,33388,743227,599583,26594,177294,422141
31AUG2019,01APR2019,31MAR2020,201999,19. 70 - 74,160403,107486,88984,71419,67736,128827,42227,863355,703284,26612,204327,498832
31AUG2019,01APR2019,31MAR2020,201999,20. 75 - 79,147654,92949,89003,58651,55405,113310,42535,732361,597853,23763,171164,426566
31AUG2019,01APR2019,31MAR2020,201999,21. 80 - 84,135508,75515,93160,42348,39986,96877,45400,595897,481530,22167,138511,342926
31AUG2019,01APR2019,31MAR2020,201999,22. 85 - 89,99719,47386,78107,21612,20239,65319,38907,366860,292123,15611,84407,207679
